Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
638,Cl.Nc1cccc(n1)C(F)F,Cc1nn(CCO)c(C)c1C=O,COc1cccc(C[N+]#[C-])c1,"COC1=CC(CNC2=C(N=C3C=CC=C(C(F)F)N23)C2=C(C)N(CCO)N=C2C)=CC=C1 |c:11,21,28,31,33,t:2,7,9,13|",62.1,TRUE,Z8878918891
1266,NC(=O)c1ccc(N)nc1,Cc1nnc(o1)c2cccc(C=O)c2,[C-]#[N+]C1CCOCC1,"CC1=NN=C(O1)C1=CC(=CC=C1)C1=C(NC2CCOCC2)N2C=C(C=CC2=N1)C(N)=O |c:3,9,11,14,25,27,30,t:1,7|",62.1,TRUE,Z8873684799
1276,Nc1ccc(CCO)cn1,Cc1oc(C=O)cc1Br,[C-]#[N+]C1CCOCC1,"CC1=C(Br)C=C(O1)C1=C(NC2CCOCC2)N2C=C(CCO)C=CC2=N1 |c:1,4,8,24,27,t:19|",62.1,TRUE,Z8873685294
1314,Nc1ccc2nccn2n1,Cc1cc(C=O)nn1C,Brc1cccc(C[N+]#[C-])c1,"CN1N=C(C=C1C)C1=C(NCC2=CC(Br)=CC=C2)N2N3C=CN=C3C=CC2=N1 |c:2,4,8,15,17,22,24,27,30,t:12|",62.1,TRUE,Z8878918812
1371,Nc1cncc(CO)n1,CC(C)(C)OC(=O)N1CC(C1)n2ccc(C=O)n2,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=NC=C(CO)N12)C1=NN(C=C1)C1CN(C1)C(=O)OC(C)(C)C |c:10,22,t:6,8,12,19|",62.1,TRUE,Z8873685498
1393,Nc1ccc(cn1)N2CCC(CO)CC2,O=Cc1cccc2cccnc12,FC1(F)CC(C1)[N+]#[C-],"OCC1CCN(CC1)C1=CN2C(C=C1)=NC(=C2NC1CC(F)(F)C1)C1=C2N=CC=CC2=CC=C1 |c:13,15,17,28,30,32,35,37,t:9|",62.1,TRUE,Z8878918884
32,CC(C)Oc1cnc(N)cn1,CC(=O)N1CCC(CC1)C=O,[C-]#[N+]Cc1cccs1,"CC(C)OC1=CN2C(C=N1)=NC(C1CCN(CC1)C(C)=O)=C2NCC1=CC=CS1 |c:8,10,22,29,t:4,27|",62.2,TRUE,Z8786958905
642,Cl.CC(C)Oc1cccnc1N,CC(C)(C)OC(=O)N[C@H]1C[C@H](C1)C=O,[C-]#[N+]CC1CCOC1,"CC(C)OC1=CC=CN2C(NCC3CCOC3)=C(N=C12)[C@@H]1C[C@@H](C1)NC(=O)OC(C)(C)C |r,c:6,17,t:4,19|",62.2,TRUE,Z8846492360
29,Cl.CN(C)C(=O)c1ccc(N)nc1,Cc1ccc(C=O)cc1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC(=CN12)C(=O)N(C)C)C1=CC=C(C)C=C1 |c:13,15,30,t:9,11,25,27|",62.3,TRUE,Z8776690341
1435,CC(Oc1ccnc(N)c1)C(F)(F)F,O=CC1CCC2(COC2)OC1,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2C=C(OC(C)C(F)(F)F)C=CN12)C1CCC2(COC2)OC1 |c:23,t:10,12,14|",62.3,TRUE,Z8873685311
1441,Nc1cc(ccn1)C(F)F,Cn1nc(C=O)c2CN(CCc21)C(=O)OC(C)(C)C,[C-]#[N+]C1CCOC1,"CN1N=C(C2=C1CCN(C2)C(=O)OC(C)(C)C)C1=C(NC2CCOC2)N2C=CC(=CC2=N1)C(F)F |c:2,4,19,29,31,34|",62.3,TRUE,Z8854581147
624,CS(=O)(=O)c1ccnc(N)c1,COc1ccc2n(C)cc(C=O)c2c1,[C-]#[N+]C1COC1,"COC1=CC2=C(C=C1)N(C)C=C2C1=C(NC2COC2)N2C=CC(=CC2=N1)S(C)(=O)=O |c:4,6,11,14,23,25,28,t:2|",62.4,TRUE,Z8878918334
1279,Nc1cccc(C#C)n1,FCc1ccccc1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=CC=C(C#C)N12)C1=C(CF)C=CC=C1)C(=O)OC |c:12,21,25,27,t:8,10,14|",62.4,TRUE,Z8878918888
1417,COc1cnc(N)cn1,COC1CC(C=O)C(OC)O1,CC(C)(C)OC(=O)N1CCC(CC1)[N+]#[C-],"COC1CC(C(OC)O1)C1=C(NC2CCN(CC2)C(=O)OC(C)(C)C)N2C=C(OC)N=CC2=N1 |c:10,32,35,t:28|",62.4,TRUE,Z8854581175
24,CP(=O)(C)c1cccc(N)n1,Cc1nc(C=O)nn1C,Cc1cccc(C)c1[N+]#[C-],"CN1N=C(N=C1C)C1=C(NC2=C(C)C=CC=C2C)N2C(C=CC=C2P(C)(C)=O)=N1 |c:2,4,8,11,14,16,22,24,30|",62.5,TRUE,Z8781341789
80,Cc1ccc(N)nc1Cl,Cc1cnc(F)cc1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=CC(C)=C(Cl)N12)C1=C(C)C=NC(F)=C1)C(=O)OC |c:12,21,24,27,t:8,10,15|",62.5,TRUE,Z8810903005
104,Nc1ccc(CN2CCOCC2)cn1,"Cn1cc(cn1)[C@@H]2OCC[C@H]2C=O|&1:6,10,r|",Cc1ccccc1[N+]#[C-],"CN1C=C(C=N1)[C@@H]1OCC[C@H]1C1=C(NC2=C(C)C=CC=C2)N2C=C(CN3CCOCC3)C=CC2=N1 |&1:6,10,r,c:2,4,13,16,19,21,35,38,t:25|",62.6,TRUE,Z8810903017
106,Nc1ccc(OCCO)cn1,Cn1ncc(CNC(=O)OC(C)(C)C)c1C=O,[C-]#[N+]C1CCOC1,"CN1N=CC(CNC(=O)OC(C)(C)C)=C1C1=C(NC2CCOC2)N2C=C(OCCO)C=CC2=N1 |c:2,13,16,32,35,t:26|",62.6,TRUE,Z8808559898
1182,Nc1ccc(CCO)cn1,Cc1nc(C=O)oc1C,[C-]#[N+]C1CCOCC1,"CC1=C(C)N=C(O1)C1=C(NC2CCOCC2)N2C=C(CCO)C=CC2=N1 |c:1,4,8,24,27,t:19|",62.6,TRUE,Z8873685318
1307,CP(=O)(C)c1cccc(N)n1,O=Cc1cn(CC2CC2)nn1,Fc1ccc(C[N+]#[C-])cc1,"CP(C)(=O)C1=CC=CC2=NC(C3=CN(CC4CC4)N=N3)=C(NCC3=CC=C(F)C=C3)N12 |c:6,19,30,t:4,8,11,21,25,27|",62.6,TRUE,Z8846492347
1326,Nc1cc(Cl)c(Br)cn1,Cc1nn(C)c(C)c1C=O,FC1(F)CC(C1)[N+]#[C-],"CN1N=C(C)C(=C1C)C1=C(NC2CC(F)(F)C2)N2C=C(Br)C(Cl)=CC2=N1 |c:5,9,24,27,t:2,20|",62.6,TRUE,Z8878918557
1244,Cl.Nc1ccc2nc([nH]c2n1)C(F)(F)F,O=Cc1cnc2COCc2c1,CCC(C)[N+]#[C-],"CCC(C)NC1=C(N=C2C=CC3=C(NC(=N3)C(F)(F)F)N12)C1=CC2=C(COC2)N=C1 |c:9,14,32,t:5,7,11,24,26|",62.7,TRUE,Z8835022891
1296,CC(C)(O)c1cccc(N)n1,CC(C)(C)OC(=O)NC(CC=O)C(F)(F)F,CC[N+]#[C-],"CCNC1=C(CC(NC(=O)OC(C)(C)C)C(F)(F)F)N=C2C=CC=C(N12)C(C)(C)O |c:3,21,23,t:19|",62.7,TRUE,Z8873684649
1352,Cc1cc(Cl)cnc1N,Cn1cc(C=O)c(Cl)n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=C(Cl)C=C2C)C1=CN(C)N=C1Cl)C(=O)OC |c:10,17,25,t:8,14,21|",62.7,TRUE,Z8878918525
34,Nc1ccc(CN2CCOCC2)cn1,Cc1ccc(C=O)cc1,[C-]#[N+]CC1CCOCC1,"CC1=CC=C(C=C1)C1=C(NCC2CCOCC2)N2C=C(CN3CCOCC3)C=CC2=N1 |c:3,5,8,30,33,t:1,20|",62.8,TRUE,Z8776690335
1300,CP(=O)(C)c1cccc(N)n1,Fc1cccc2scc(C=O)c12,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=CC=C(N12)P(C)(C)=O)C1=CSC2=C1C(F)=CC=C2 |c:9,11,23,27,29,t:5,7,20|",62.8,TRUE,Z8878918839
1316,CP(=O)(C)c1cccc(N)n1,FC(F)(F)Cn1cc(C=O)nn1,[C-]#[N+]C1CCOCC1,"CP(C)(=O)C1=CC=CC2=NC(=C(NC3CCOCC3)N12)C1=CN(CC(F)(F)F)N=N1 |c:6,31,t:4,8,10,23|",62.8,TRUE,Z8873684656
19,Cl.Nc1cc(F)ccn1,FC(F)(F)c1nc(C=O)c2CCCCn12,[C-]#[N+]C1CCOC1,"FC1=CC2=NC(=C(NC3CCOC3)N2C=C1)C1=C2CCCCN2C(=N1)C(F)(F)F |c:16,19,27,t:1,3,5|",62.9,TRUE,Z8803896946
1391,CS(=O)(=O)CCOc1cccnc1N,O=CCC1(CCC1)C#N,COc1cccc(C[N+]#[C-])c1,"COC1=CC(CNC2=C(CC3(CCC3)C#N)N=C3N2C=CC=C3OCCS(C)(=O)=O)=CC=C1 |c:7,17,21,23,32,34,t:2|",62.9,TRUE,Z8846491945
593,CCCOc1ccc(N)nc1,Cc1nn(CCO)c(C)c1C=O,[C-]#[N+]CC1CC1,"CCCOC1=CN2C(C=C1)=NC(=C2NCC1CC1)C1=C(C)N(CCO)N=C1C |c:8,10,12,21,28,t:4|",63,TRUE,Z8873684946
1248,COC(=O)c1ccnc(N)c1,COCc1nc(C=O)c[nH]1,[C-]#[N+]c1ccc2OCOc2c1,"COCC1=NC(=CN1)C1=C(NC2=CC3=C(OCO3)C=C2)N2C=CC(=CC2=N1)C(=O)OC |c:5,9,20,24,26,29,t:3,12,14|",63,TRUE,Z8849597828
1262,Nc1ccc2CCOCc2n1,O=Cc1ccc2c(CCCS2(=O)=O)c1,CC(=C)C[N+]#[C-],"CC(=C)CNC1=C(N=C2C=CC3=C(COCC3)N12)C1=CC2=C(C=C1)S(=O)(=O)CCC2 |c:9,23,25,t:5,7,11,21|",63,TRUE,Z8835022899
1298,Cl.Nc1cc(ccn1)c2ncon2,FC(F)(F)Cn1ccc(C=O)n1,[C-]#[N+]C1CCOCC1,"FC(F)(F)CN1C=CC(=N1)C1=C(NC2CCOCC2)N2C=CC(=CC2=N1)C1=NOC=N1 |c:6,8,11,22,24,27,33,t:30|",63,TRUE,Z8849597824
1419,CNC(=O)c1ccc(N)nc1,O=CCCN1C(=O)c2ccccc2C1=O,COc1cccc(C[N+]#[C-])c1,"CNC(=O)C1=CN2C(C=C1)=NC(CCN1C(=O)C3=C(C=CC=C3)C1=O)=C2NCC1=CC(OC)=CC=C1 |c:8,10,20,22,27,36,38,t:4,18,32|",63,TRUE,Z8878918431
1230,Nc1cc(C#N)c(Cl)cn1,Cn1nc(C=O)c2COCCc21,[C-]#[N+]CC1CCOC1,"CN1N=C(C2=C1CCOC2)C1=C(NCC2CCOC2)N2C=C(Cl)C(=CC2=N1)C#N |c:2,4,12,26,29,t:23|",63.1,TRUE,Z8878918577
1239,Cc1cc(cc(N)n1)C(F)(F)F,CC(=O)N1CCc2sc(C=O)cc2C1,[C-]#[N+]C1COC1,"CC(=O)N1CCC2=C(C1)C=C(S2)C1=C(NC2COC2)N2C(C=C(C=C2C)C(F)(F)F)=N1 |c:6,10,14,24,26,33|",63.3,TRUE,Z8878918861
1290,CSc1cccc(N)n1,CP(=O)(C)c1ccc(C=O)cn1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC=C(SC)N12)C1=CN=C(C=C1)P(C)(C)=O |c:12,23,25,t:8,10,14,21|",63.3,TRUE,Z8873685433
112,Nc1ccc(Br)cn1,COc1ccc(C=O)cc1,Brc1cccc(C[N+]#[C-])c1,"COC1=CC=C(C=C1)C1=C(NCC2=CC(Br)=CC=C2)N2C=C(Br)C=CC2=N1 |c:4,6,9,16,18,25,28,t:2,13,22|",63.4,TRUE,Z8712552581
646,Cl.Nc1cccc(n1)S(=O)(=O)N,Clc1cc(Cl)nc(C=O)c1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC=C(N12)S(N)(=O)=O)C1=NC(Cl)=CC(Cl)=C1 |c:12,14,26,29,t:8,10,23|",63.4,TRUE,Z8855739173
650,CS(=O)(=O)c1ccnc(N)c1,O=Cc1ccc2OCCNC(=O)c2c1,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=CC2=C(OCCNC2=O)C=C1 |c:10,12,32,t:6,8,21,23|",63.4,TRUE,Z8873685336
1355,CC(C)(C)OC(=O)NCc1ccc(N)nc1,COCCCC=O,COC(=O)C1(CCCC1)[N+]#[C-],"COCCCC1=C(NC2(CCCC2)C(=O)OC)N2C=C(CNC(=O)OC(C)(C)C)C=CC2=N1 |c:5,30,33,t:19|",63.5,TRUE,Z8829498753
47,Nc1cc(C#C)ccn1,O=Cc1ccc2CCCc2n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(C=CN12)C#C)C1=NC2=C(CCC2)C=C1)C(=O)OC |c:12,14,29,t:8,10,21,23|",63.6,TRUE,Z8803896955
90,NC(=O)c1ccnc(N)c1,O=Cc1cnc[nH]1,COC(=O)[C@@H]1C[C@@H](CN1C(=O)OC(C)(C)C)[N+]#[C-],"COC(=O)[C@@H]1CC(CN1C(=O)OC(C)(C)C)NC1=C(N=C2C=C(C=CN12)C(N)=O)C1=CN=CN1 |c:22,24,34,t:18,20,32|",63.7,TRUE,Z8798985053
635,COC(=O)c1cc(N)ncc1Br,Cn1cnc(C=O)n1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=C(C(=O)OC)C(Br)=CN12)C1=NN(C)C=N1 |c:19,28,t:8,10,12,24|",63.7,TRUE,Z8878918308
1200,Nc1ccc(CCO)cn1,O=Cc1ccc(cc1)n2ccnc2,CSCC[N+]#[C-],"CSCCNC1=C(N=C2C=CC(CCO)=CN12)C1=CC=C(C=C1)N1C=CN=C1 |c:9,14,21,23,27,29,t:5,7,19|",63.7,TRUE,Z8873684773
48,CNC(=O)c1ccnc(N)c1,CC(=O)N1CCCC(C1)C=O,COc1cccc(C[N+]#[C-])c1,"CNC(=O)C1=CC2=NC(C3CCCN(C3)C(C)=O)=C(NCC3=CC(OC)=CC=C3)N2C=C1 |c:26,28,33,t:4,6,18,22|",64,TRUE,Z8810903000
601,Cl.Nc1cc(ccn1)c2ncon2,CCn1nc(C)c(C=O)n1,Fc1ccc(C[N+]#[C-])cc1,"CCN1N=C(C)C(=N1)C1=C(NCC2=CC=C(F)C=C2)N2C=CC(=CC2=N1)C1=NOC=N1 |c:6,9,18,22,24,27,33,t:3,13,15,30|",64,TRUE,Z8846491885
1323,CP(=O)(C)c1cccc(N)n1,Cn1cc2c(C=O)cccc2n1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC=C(N12)P(C)(C)=O)C1=CC=CC2=NN(C)C=C12 |c:13,15,26,t:9,11,24,28,32|",64,TRUE,Z8835022890
1342,Nc1ccc2CCC(O)c2n1,O=CC1CCCSC1,CC(C)(C)OC(=O)NCCCC[N+]#[C-],"CC(C)(C)OC(=O)NCCCCNC1=C(N=C2C=CC3=C(C(O)CC3)N12)C1CCCSC1 |c:17,t:13,15,19|",64.2,TRUE,Z8878918545
1297,CP(=O)(C)c1cccc(N)n1,FC(F)(F)Cn1ccc(C=O)n1,[C-]#[N+]C1CCOCC1,"CP(C)(=O)C1=CC=CC2=NC(=C(NC3CCOCC3)N12)C1=NN(CC(F)(F)F)C=C1 |c:6,31,t:4,8,10,23|",64.3,TRUE,Z8878918428
1398,Cc1cc(Br)cnc1N,CC1(C)OCCC1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=C(Br)C=C2C)C1CCOC1(C)C)C(=O)OC |c:10,17,t:8,14|",64.3,TRUE,Z8878918352
1274,NC(=O)c1ccnc(N)c1,Cc1sc(Br)cc1C=O,[C-]#[N+]C1CCOCC1,"CC1=C(C=C(Br)S1)C1=C(NC2CCOCC2)N2C=CC(=CC2=N1)C(N)=O |c:8,19,21,24,t:1,3|",64.4,TRUE,Z8837933167
1220,Nc1cc(CO)c(Br)cn1,Cc1ncc(C=O)cn1,[C-]#[N+]CC1CCOC1,"CC1=NC=C(C=N1)C1=C(NCC2CCOC2)N2C=C(Br)C(CO)=CC2=N1 |c:3,5,8,24,27,t:1,19|",64.5,TRUE,Z8873685276
1322,CNC(=O)c1cccc(N)n1,CC(C)(C)OC(=O)NCc1ncc(C=O)s1,[C-]#[N+]CC1CC1,"CNC(=O)C1=CC=CC2=NC(C3=CN=C(CNC(=O)OC(C)(C)C)S3)=C(NCC3CC3)N12 |c:6,t:4,8,11,13,25|",64.5,TRUE,Z8878918429
684,CS(=O)(=O)c1ccnc(N)c1,CC(C)(C)OC(=O)N1CC2CCC1C(C2)C=O,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)N1CC2CCC1C(C2)C1=C(NC2COC2)N2C=CC(=CC2=N1)S(C)(=O)=O |c:17,26,28,31|",64.6,TRUE,Z8878918482
1428,CNC(=O)c1ccc(N)nc1,CC(C)(C)OC(=O)N1CCC(CCC=O)(CC1)C#N,[C-]#[N+]C1CCOC1,"CNC(=O)C1=CN2C(C=C1)=NC(CCC1(CCN(CC1)C(=O)OC(C)(C)C)C#N)=C2NC1CCOC1 |c:8,10,30,t:4|",64.6,TRUE,Z8873684584
115,COC(=O)c1cnc(N)c(C)c1,OCCn1cc(C=O)cn1,CC(C)(C)OC(=O)N1CCC(CC1)[N+]#[C-],"COC(=O)C1=CN2C(NC3CCN(CC3)C(=O)OC(C)(C)C)=C(N=C2C(C)=C1)C1=CN(CCO)N=C1 |c:22,24,28,37,t:4,31|",64.7,TRUE,Z8786958933
1257,Cl.Nc1cccc(n1)S(=O)(=O)N,CCOC(=O)c1coc(C=O)c1,[C-]#[N+]CC1CCCO1,"CCOC(=O)C1=COC(=C1)C1=C(NCC2CCCO2)N2C(C=CC=C2S(N)(=O)=O)=N1 |c:8,11,23,25,31,t:5|",64.7,TRUE,Z8878918497
1321,Nc1ccc(cn1)N2CCC(CO)CC2,CC(C)n1cc(C=O)c(C)n1,FC1(F)CC(C1)[N+]#[C-],"CC(C)N1C=C(C(C)=N1)C1=C(NC2CC(F)(F)C2)N2C=C(C=CC2=N1)N1CCC(CO)CC1 |c:4,7,10,21,23,26|",64.8,TRUE,Z88736854011
1310,CS(=O)(=O)CCOc1cccnc1N,Cc1nn(C)c2ncc(C=O)cc12,[C-]#[N+]CC1CC1,"CN1N=C(C)C2=C1N=CC(=C2)C1=C(NCC2CC2)N2C=CC=C(OCCS(C)(=O)=O)C2=N1 |c:5,8,10,13,22,34,t:2,24|",64.9,TRUE,Z8878918663
647,Nc1ccc(OCCO)cn1,Cl.CCc1n[nH]cc1C=O,CC(C)(C)OC(=O)N1CCC(CC1)[N+]#[C-],"CCC1=NNC=C1C1=C(NC2CCN(CC2)C(=O)OC(C)(C)C)N2C=C(OCCO)C=CC2=N1 |c:5,8,32,35,t:2,26|",65,TRUE,Z8873685371
1247,Cl.Nc1cccc(n1)S(=O)(=O)N,COc1cc(OC)c(C=O)cn1,[C-]#[N+]CC1CCCO1,"COC1=NC=C(C2=C(NCC3CCCO3)N3C(C=CC=C3S(N)(=O)=O)=N2)C(OC)=C1 |c:6,18,20,26,31,t:2,4|",65,TRUE,Z8837933179
1380,Cc1nc(N)ccc1Br,CC1(C)OCCC1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=CC(Br)=C(C)N12)C1CCOC1(C)C)C(=O)OC |c:12,t:8,10,15|",65.1,TRUE,Z8878918386
1181,CSc1ccc(N)nc1,COc1cccc(C=O)n1,[C-]#[N+]C1CCOCC1,"COC1=NC(=CC=C1)C1=C(NC2CCOCC2)N2C=C(SC)C=CC2=N1 |c:4,6,9,24,27,t:2,20|",65.2,TRUE,Z8855619653
1210,Nc1ccc(CCO)cn1,CN(C)c1cc(F)c(C=O)cc1F,[C-]#[N+]C1CCOCC1,"CN(C)C1=C(F)C=C(C2=C(NC3CCOCC3)N3C=C(CCO)C=CC3=N2)C(F)=C1 |c:3,8,24,27,31,t:6,19|",65.2,TRUE,Z8873685302
1277,CP(=O)(C)c1cccc(N)n1,Fc1cc(C=O)ccc1OCC#C,[C-]#[N+]C1CCOCC1,"CP(C)(=O)C1=CC=CC2=NC(=C(NC3CCOCC3)N12)C1=CC(F)=C(OCC#C)C=C1 |c:6,32,t:4,8,10,23,26|",65.2,TRUE,Z8878918412
1401,Nc1ncccc1I,Cc1c(C=O)c(Br)nn1C,COCC[N+]#[C-],"COCCNC1=C(N=C2N1C=CC=C2I)C1=C(C)N(C)N=C1Br |c:7,11,13,17,22,t:5|",65.2,TRUE,Z8873684661
42,Nc1ccc(cn1)N2CCCS2(=O)=O,Cc1ccc(C=O)cc1,[C-]#[N+]CC1CCOCC1,"CC1=CC=C(C=C1)C1=C(NCC2CCOCC2)N2C=C(C=CC2=N1)N1CCCS1(=O)=O |c:3,5,8,20,22,25,t:1|",65.3,TRUE,Z8776690346
50,Nc1cnc(I)cn1,Cc1ccc(C=O)cc1,[C-]#[N+]CC1CCOCC1,"CC1=CC=C(C=C1)C1=C(NCC2CCOCC2)N2C=C(I)N=CC2=N1 |c:3,5,8,23,26,t:1,20|",65.4,TRUE,Z8776690316
648,COC(=O)c1ccnc(N)c1,Cc1nn(CCCl)c(C)c1C=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1=CC2=NC(=C(NC3(CCCC3)C(=O)OC)N2C=C1)C1=C(C)N(CCCl)N=C1C |c:23,26,33,t:4,6,8|",65.4,TRUE,Z8878918904
1306,CN(C)Cc1ccnc(N)c1,Cc1nn(C)c2ncc(C=O)cc12,COc1cccc(C[N+]#[C-])c1,"COC1=CC(CNC2=C(N=C3C=C(CN(C)C)C=CN23)C2=CC3=C(N=C2)N(C)N=C3C)=CC=C1 |c:17,24,26,31,34,36,t:2,7,9,11,22|",65.4,TRUE,Z8873684817
56,Cc1ccc(N)nc1Cl,Cn1cc(C=O)c(Cl)n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=CC(C)=C(Cl)N12)C1=CN(C)N=C1Cl)C(=O)OC |c:12,25,t:8,10,15,21|",65.5,TRUE,Z8810903037
1233,Cl.COCc1ccc(N)nc1,CS(=O)(=O)N1CCCC(C1)C=O,FC1(F)CC(C1)[N+]#[C-],"COCC1=CN2C(C=C1)=NC(C1CCCN(C1)S(C)(=O)=O)=C2NC1CC(F)(F)C1 |c:7,9,22,t:3|",65.5,TRUE,Z8878918794
664,Nc1cncc(CO)n1,COC(=O)[C@H]1C[C@@H](C1)n2ccc(C=O)n2,CCOC(=O)c1ccc([N+]#[C-])cc1,"CCOC(=O)C1=CC=C(NC2=C(N=C3C=NC=C(CO)N23)C2=NN(C=C2)[C@H]2C[C@@H](C2)C(=O)OC)C=C1 |r,c:14,26,38,t:5,7,10,12,16,23|",65.6,TRUE,Z8878918652
1340,Nc1cc(ccn1)[N+](=O)[O-],COc1ccc(C=O)cc1OCC(=O)N,COC(=O)C1CC(C1)[N+]#[C-],"COC(=O)C1CC(C1)NC1=C(N=C2C=C(C=CN12)[N+]([O-])=O)C1=CC(OCC(N)=O)=C(OC)C=C1 |c:14,16,35,t:10,12,24,31|",65.6,TRUE,Z8873684657
1213,Nc1ncccc1OCCCC#N,CC(C)Cn1cc(C=O)cn1,[C-]#[N+]CC1CCOC1,"CC(C)CN1C=C(C=N1)C1=C(NCC2CCOC2)N2C=CC=C(OCCCC#N)C2=N1 |c:5,7,10,21,32,t:23|",65.7,TRUE,Z8878918368
1320,Nc1ccc2nccn2n1,CC(C)(C)n1cc(C=O)cn1,Brc1cccc(C[N+]#[C-])c1,"CC(C)(C)N1C=C(C=N1)C1=C(NCC2=CC(Br)=CC=C2)N2N3C=CN=C3C=CC2=N1 |c:5,7,10,17,19,24,26,29,32,t:14|",65.7,TRUE,Z8829498713
1214,CNC(=O)c1cccc(N)n1,Cn1c(Cl)nc(Cl)c1C=O,[C-]#[N+]CC1CCOC1,"CNC(=O)C1=CC=CC2=NC(=C(NCC3CCOC3)N12)C1=C(Cl)N=C(Cl)N1C |c:6,23,t:4,8,10,26|",65.8,TRUE,Z8878918802
1334,Cl.CN(C)S(=O)(=O)c1ccnc(N)c1,COCCn1cc(C=O)cn1,COc1ccccc1[N+]#[C-],"COCCN1C=C(C=N1)C1=C(NC2=C(OC)C=CC=C2)N2C=CC(=CC2=N1)S(=O)(=O)N(C)C |c:5,7,10,13,17,19,23,25,28|",65.8,TRUE,Z8878918547
1356,COc1cc(Br)c(C)nc1N,O=Cc1cnc(o1)C2CCOCC2,[C-]#[N+]C1CCOC1,"COC1=CC(Br)=C(C)N2C(NC3CCOC3)=C(N=C12)C1=CN=C(O1)C1CCOCC1 |c:16,24,t:2,5,18,22|",65.8,TRUE,Z8873684853
1212,CP(=O)(C)c1cccc(N)n1,Cn1cc2cccc(C=O)c2n1,[C-]#[N+]C1CCOCC1,"CN1C=C2C=CC=C(C2=N1)C1=C(NC2CCOCC2)N2C(C=CC=C2P(C)(C)=O)=N1 |c:4,6,9,12,24,26,32,t:2|",65.9,TRUE,Z8878918464
1219,CN(C)Cc1ccnc(N)c1,COc1cc(C=O)ccc1SC,[C-]#[N+]CC1CCOC1,"COC1=C(SC)C=CC(=C1)C1=C(NCC2CCOC2)N2C=CC(CN(C)C)=CC2=N1 |c:2,6,8,11,22,28,31|",65.9,TRUE,Z8878918823
617,Nc1ccc(cn1)C2(CC2)C(F)(F)F,O=CC1CCOC2(CCC2)C1,[C-]#[N+]C1CCOCC1,"FC(F)(F)C1(CC1)C1=CN2C(C=C1)=NC(C1CCOC3(CCC3)C1)=C2NC1CCOCC1 |c:12,14,27,t:8|",66.2,TRUE,Z8878918339
1194,Nc1ccc(C=C)c(F)n1,COC(=O)c1cc(C=O)ns1,[C-]#[N+]CC1CCOC1,"COC(=O)C1=CC(=NS1)C1=C(NCC2CCOC2)N2C(C=CC(C=C)=C2F)=N1 |c:6,10,22,26,29,t:4|",66.3,TRUE,Z8873685487
1286,Cl.CS(=O)(=O)Nc1ccc(N)nc1,Cc1cnc(C=O)cn1,[C-]#[N+]CCOCc1ccccc1,"CC1=NC=C(N=C1)C1=C(NCCOCC2=CC=CC=C2)N2C=C(NS(C)(=O)=O)C=CC2=N1 |c:3,5,8,17,19,30,33,t:1,15,23|",66.3,TRUE,Z8878918609
96,Nc1cncc(CO)n1,CC(C)(C)OC(=O)NC1CC2(C1)CC(C2)C=O,[C-]#[N+]c1ccc2OCOc2c1,"CC(C)(C)OC(=O)NC1CC2(C1)CC(C2)C1=C(NC2=CC3=C(OCO3)C=C2)N2C(C=NC=C2CO)=N1 |c:17,28,33,35,39,t:20,22|",66.4,TRUE,Z8803896970
640,Cc1cc(N)ncc1Cl,CC(=O)Nc1cccc(C=O)c1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(C)C(Cl)=CN12)C1=CC(NC(C)=O)=CC=C1)C(=O)OC |c:16,27,29,t:8,10,12,21|",66.5,TRUE,Z8873684717
