Entry,Component_A_SMILES,Component_B_SMILES,Component_C_SMILES,Product_SMILES,Yield_Percent,Is_Synthesizable,Z_ID
60,Cc1cn2nc(N)cc(C)c2n1,O=Cc1ccc(nc1)N2CCCCC2,CCC[N+]#[C-],"CCCNC1=C(N=C2C=C(C)C3=NC(C)=CN3N12)C1=CN=C(C=C1)N1CCCCC1 |c:14,23,25,t:4,6,8,11,21|",57.9,TRUE,Z8801681820
611,Cl.CS(=O)(=O)Nc1ccc(N)nc1,Cl.COC(=O)c1ccc(C=O)cn1,CC[N+]#[C-],"CCNC1=C(N=C2C=CC(NS(C)(=O)=O)=CN12)C1=CN=C(C=C1)C(=O)OC |c:7,14,21,23,t:3,5,19|",57.9,TRUE,Z8878918898
1259,COc1nccnc1N,C=CCOCCCC=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1(CCCC1)NC1=C(CCCOCC=C)N=C2N1C=CN=C2OC |c:11,20,24,26|",57.9,TRUE,Z8855739111
1263,CCc1nc(N)ccc1Br,O=Cc1cn[nH]c1,[C-]#[N+]CC1CCOC1,"CCC1=C(Br)C=CC2=NC(C3=CNN=C3)=C(NCC3CCOC3)N12 |c:2,5,13,t:7,10,15|",58,TRUE,Z8878918792
1486,Nc1ccc(cn1)S(=O)(=O)N,CC1(C)O[C@@H]2CC(C[C@@H]2O1)C=O,[C-]#[N+]c1ccc2OCCOc2c1,"CC1(C)O[C@@H]2CC(C[C@@H]2O1)C1=C(NC2=CC3=C(OCCO3)C=C2)N2C=C(C=CC2=N1)S(N)(=O)=O |c:12,24,28,30,33,t:15,17|",58,TRUE,Z8873684900
644,CNC(=O)c1ccc(N)nc1,O=CCCN1C(=O)c2ccccc2C1=O,[C-]#[N+]CC1CC1,"CNC(=O)C1=CN2C(C=C1)=NC(CCN1C(=O)C3=C(C=CC=C3)C1=O)=C2NCC1CC1 |c:8,10,20,22,27,t:4,18|",58.1,TRUE,Z8878918490
1341,Nc1cccc(CO)n1,CNC(=O)c1ccc(C=O)cc1,COc1ccc(C[N+]#[C-])cc1,"CNC(=O)C1=CC=C(C=C1)C1=C(NCC2=CC=C(OC)C=C2)N2C(C=CC=C2CO)=N1 |c:6,8,11,21,26,28,32,t:4,15,17|",58.1,TRUE,Z8873684755
1447,CSc1ccc(N)nc1,COC(=O)COc1cc(C=O)ccc1OC,[C-]#[N+]C1CCOCC1,"COC(=O)COC1=C(OC)C=CC(=C1)C1=C(NC2CCOCC2)N2C=C(SC)C=CC2=N1 |c:6,10,12,15,30,33,t:26|",58.1,TRUE,Z8873685254
53,Nc1ccc2nccn2n1,COc1ccc(C=O)cc1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC4=NC=CN4N23)C2=CC=C(OC)C=C2)C=C1 |c:12,16,29,32,t:2,4,8,10,14,23,25|",58.2,TRUE,Z8741907043
671,CP(=O)(C)c1cccc(N)n1,O=Cc1cn(CC2CCCO2)nn1,[C-]#[N+]C1CCOCC1,"CP(C)(=O)C1=CC=CC2=NC(=C(NC3CCOCC3)N12)C1=CN(CC2CCCO2)N=N1 |c:6,33,t:4,8,10,23|",58.2,TRUE,Z8849597810
1273,Nc1cccc(CO)n1,O=Cc1cnn2ncccc12,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC=C(CO)N12)C1=C2C=CC=NN2N=C1 |c:13,22,24,26,30,t:9,11,15|",58.3,TRUE,Z8849597835
622,Nc1ccc(cn1)N2CCC(CO)CC2,O=Cc1cc[nH]n1,FC1(F)CC(C1)[N+]#[C-],"OCC1CCN(CC1)C1=CN2C(NC3CC(F)(F)C3)=C(N=C2C=C1)C1=NNC=C1 |c:20,22,25,31,t:9,28|",58.4,TRUE,Z8873685388
636,CN1CCN(CC1=O)c2ccc(N)nc2,O=CC1CCC2(COC2)OC1,CC(C)[N+]#[C-],"CC(C)NC1=C(N=C2C=CC(=CN12)N1CCN(C)C(=O)C1)C1CCC2(COC2)OC1 |c:8,10,t:4,6|",58.4,TRUE,Z8849597817
1267,Nc1cccc(CO)n1,COCn1nccc1C=O,COc1ccc(C[N+]#[C-])cc1,"COCN1N=CC=C1C1=C(NCC2=CC=C(OC)C=C2)N2C(C=CC=C2CO)=N1 |c:4,6,9,19,24,26,30,t:13,15|",58.4,TRUE,Z8873684609
677,COC(=O)c1ccnc(N)c1F,CCN(C)C(=O)c1ccc(C=O)cc1,[C-]#[N+]CC1CCCO1,"CCN(C)C(=O)C1=CC=C(C=C1)C1=C(NCC2CCCO2)N2C=CC(C(=O)OC)=C(F)C2=N1 |c:8,10,13,24,34,t:6,30|",58.5,TRUE,Z8878918338
1250,Cl.COCc1ccc(N)nc1,COc1ccc(F)cc1C=O,FC1(F)CC(C1)[N+]#[C-],"COCC1=CN2C(C=C1)=NC(=C2NC1CC(F)(F)C1)C1=C(OC)C=CC(F)=C1 |c:7,9,11,22,26,29,t:3|",58.5,TRUE,Z8855739201
1278,NC(=O)c1cccc(N)n1,COC(C)(C)CC=O,[C-]#[N+]c1ccc2OCCOc2c1,"COC(C)(C)CC1=C(NC2=CC3=C(OCCO3)C=C2)N2C(C=CC=C2C(N)=O)=N1 |c:6,18,23,25,30,t:9,11|",58.5,TRUE,Z8878918605
1406,Cc1cnc(N)c(C)c1,COc1cc(C)ncc1C=O,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2N1C=C(C)C=C2C)C1=C(OC)C=C(C)N=C1)C(=O)OC |c:10,17,21,28,t:8,14,25|",58.5,TRUE,Z8878918437
1444,Nc1cc(Cl)cc(Cl)n1,Clc1ncc(C=O)[nH]1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(Cl)C=C(Cl)N12)C1=CN=C(Cl)N1)C(=O)OC |t:8,10,12,15,21,23|",58.5,TRUE,Z8873685301
82,COCCN(C)Cc1ccnc(N)c1,Cc1ccc(C=O)cc1,[C-]#[N+]CC1CCOCC1,"COCCN(C)CC1=CC2=NC(=C(NCC3CCOCC3)N2C=C1)C1=CC=C(C)C=C1 |c:24,32,t:7,9,11,27,29|",58.6,TRUE,Z8776690343
1434,CN(C)S(=O)(=O)c1ccc(N)nc1,Cc1[nH]nc(Cl)c1C=O,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=CN12)S(=O)(=O)N(C)C)C1=C(C)NN=C1Cl |c:12,14,25,29,t:8,10|",58.6,TRUE,Z8878918825
1436,Nc1ccc(CO)cn1,Cc1oc(C=O)cc1S(=O)(=O)C,COC(=O)c1cccc([N+]#[C-])c1,"COC(=O)C1=CC(NC2=C(N=C3C=CC(CO)=CN23)C2=CC(=C(C)O2)S(C)(=O)=O)=CC=C1 |c:12,16,31,33,t:4,8,10,21,23|",58.6,TRUE,Z8873684605
30,CSc1ccnc(N)c1,CCn1ccc(C=O)n1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=C(SC)C=CN12)C1=NN(CC)C=C1 |c:17,27,t:9,11,13,22|",58.7,TRUE,Z8797781157
639,COC(=O)c1cc(N)ncc1C,O=Cc1cncnc1,[C-]#[N+]CCOCc1ccccc1,"COC(=O)C1=CC2=NC(=C(NCCOCC3=CC=CC=C3)N2C=C1C)C1=CN=CN=C1 |c:17,19,24,30,32,t:4,6,8,15,28|",58.7,TRUE,Z8803896942
1329,CC(C)(O)c1cccc(N)n1,CS(=O)c1ccc(C=O)cc1,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=CC=C(N12)C(C)(C)O)C1=CC=C(C=C1)S(C)=O |c:10,12,23,25,t:6,8,21|",58.7,TRUE,Z8873685333
124,Nc1cccc(n1)C2(CCC2)C(F)(F)F,Cc1cnc(C=O)s1,COc1ccc([N+]#[C-])c(C)c1,"COC1=CC(C)=C(NC2=C(N=C3C=CC=C(N23)C2(CCC2)C(F)(F)F)C2=NC=C(C)S2)C=C1 |c:12,14,35,t:2,5,8,10,28,30|",58.8,TRUE,Z8797785072
28,Nc1ccc(Br)cn1,O=Cc1ccccc1,[C-]#[N+]CC1CCOCC1,"BrC1=CN2C(C=C1)=NC(=C2NCC1CCOCC1)C1=CC=CC=C1 |c:5,7,9,23,25,t:1,21|",59,TRUE,Z8700285600
705,NC(=O)c1ccc(N)nc1,Brc1ccc(Br)c(C=O)n1,[C-]#[N+]C1CCOCC1,"NC(=O)C1=CN2C(C=C1)=NC(=C2NC1CCOCC1)C1=C(Br)C=CC(Br)=N1 |c:7,9,11,22,25,28,t:3|",59,TRUE,Z8873685278
1280,COCCc1ccnc(N)c1,COc1ccc(F)c(C=O)c1OC,[C-]#[N+]C1COC1,"COCCC1=CC2=NC(=C(NC3COC3)N2C=C1)C1=C(OC)C(OC)=CC=C1F |c:18,21,27,29,t:4,6,8|",59,TRUE,Z8873684894
33,Nc1cc(OC2COC2)ccn1,O=CCCc1ccccc1,[C-]#[N+]C1CCOCC1,"C(CC1=CC=CC=C1)C1=C(NC2CCOCC2)N2C=CC(OC3COC3)=CC2=N1 |c:4,6,9,20,28,31,t:2|",59.1,TRUE,Z8776690336
134,CP(=O)(C)c1ccnc(N)c1,CC(C)(C)OC(=O)N1CCC(C=O)C1(C)C,CSCCC[N+]#[C-],"CSCCCNC1=C(N=C2C=C(C=CN12)P(C)(C)=O)C1CCN(C(=O)OC(C)(C)C)C1(C)C |c:10,12,t:6,8|",59.1,TRUE,Z8803896948
1365,CN(C)C(=O)c1nc(N)ccc1Cl,Clc1ccnc(C=O)c1,[C-]#[N+]CC1CCCO1,"CN(C)C(=O)C1=C(Cl)C=CC2=NC(=C(NCC3CCCO3)N12)C1=NC=CC(Cl)=C1 |c:5,8,27,30,t:10,12,25|",59.1,TRUE,Z8837933144
1397,Nc1cc(CO)c(Br)cn1,Fc1nccc(C=O)c1Cl,[C-]#[N+]C1CCOC1,"OCC1=CC2=NC(=C(NC3CCOC3)N2C=C1Br)C1=C(Cl)C(F)=NC=C1 |c:17,21,25,27,t:2,4,6|",59.1,TRUE,Z8878918351
1265,Cl.Nc1cc(OCCO)ccn1,CC(C)(C)OC(=O)NC(CC=O)C1CC1,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)NC(CC1=C(NC2COC2)N2C=CC(OCCO)=CC2=N1)C1CC1 |c:10,19,25,28|",59.2,TRUE,Z88789189081
100,Nc1ccc(Br)cn1,OCc1csc(C=O)n1,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(N=C3C=CC(Br)=CN23)C2=NC(CO)=CS2)C=C1 |c:12,15,24,28,t:2,4,8,10,20|",59.3,TRUE,Z8808559864
1375,CP(=O)(C)c1ccc(N)nc1,Fc1ccc(C=O)cc1Br,CC(C)(C)[N+]#[C-],"CC(C)(C)NC1=C(N=C2C=CC(=CN12)P(C)(C)=O)C1=CC(Br)=C(F)C=C1 |c:9,11,26,t:5,7,20,23|",59.3,TRUE,Z8878918877
606,NC(=O)c1ccc(N)nc1,"Fc1ccc(cc1)[C@@H]2C[C@H]2C=O|&1:7,9,r|",[C-]#[N+]C1CCOCC1,"NC(=O)C1=CN2C(C=C1)=NC([C@@H]1C[C@H]1C1=CC=C(F)C=C1)=C2NC1CCOCC1 |&1:11,13,r,c:7,9,21,23,t:3,16,18|",59.4,TRUE,Z8829498723
1295,CC(F)(F)c1cc(N)ncc1F,CC(C)n1ccc(C=O)n1,[C-]#[N+]C1CCOCC1,"CC(C)N1C=CC(=N1)C1=C(NC2CCOCC2)N2C=C(F)C(=CC2=N1)C(C)(F)F |c:4,6,9,23,26,t:20|",59.4,TRUE,Z8878918385
1337,Nc1ncccc1OC(F)F,CNC(=O)c1cccc(C=O)c1,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2N1C=CC=C2OC(F)F)C1=CC(=CC=C1)C(=O)NC |c:8,12,14,23,25,t:6,21|",59.4,TRUE,Z8878918827
1368,Cl.Nc1cc(ccn1)S(=O)(=O)N,Clc1cccnc1C=O,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=C(C=CN12)S(N)(=O)=O)C1=C(Cl)C=CC=N1 |c:13,15,24,27,29,t:9,11|",59.4,TRUE,Z8855739260
1418,Nc1ccc(Br)cn1,O=CCC1(CCOCC1)C#N,COc1ccc(C[N+]#[C-])cc1,"COC1=CC=C(CNC2=C(CC3(CCOCC3)C#N)N=C3C=CC(Br)=CN23)C=C1 |c:8,22,25,30,t:2,4,20|",59.4,TRUE,Z8873684625
1246,COC(=O)c1cc(N)ncc1C,C[C@@H](CC=O)NC(=O)OC(C)(C)C,[C-]#[N+]C1COC1,"COC(=O)C1=CC2=NC(C[C@H](C)NC(=O)OC(C)(C)C)=C(NC3COC3)N2C=C1C |c:29,t:4,6,19|",59.5,TRUE,Z8878918791
21,Cl.Nc1cc(ccn1)S(=O)(=O)N,CN(C)c1cccc(C=O)c1,COCC[N+]#[C-],"COCCNC1=C(N=C2C=C(C=CN12)S(N)(=O)=O)C1=CC(=CC=C1)N(C)C |c:9,11,22,24,t:5,7,20|",59.6,TRUE,Z8798985048
628,CNC(=O)c1ccc(N)nc1,Clc1cccc(Cl)c1C=O,[C-]#[N+]CC1CCOC1,"CNC(=O)C1=CN2C(C=C1)=NC(=C2NCC1CCOC1)C1=C(Cl)C=CC=C1Cl |c:8,10,12,23,26,28,t:4|",59.6,TRUE,Z8855739153
1270,CP(=O)(C)c1ccnc(N)c1,CC(C)n1cc(C=O)nn1,[C-]#[N+]C1CCOCC1,"CC(C)N1C=C(N=N1)C1=C(NC2CCOCC2)N2C=CC(=CC2=N1)P(C)(C)=O |c:4,6,9,20,22,25|",59.6,TRUE,Z8878918430
595,Nc1cnc(cn1)c2ccccc2,Cn1ncc(C=O)c1F,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=NC(=CN12)C1=CC=CC=C1)C1=C(F)N(C)N=C1 |c:10,12,19,21,24,29,t:6,8,17|",59.7,TRUE,Z8873684623
1450,CC(C)(C)OC(=O)NCCOc1ccnc(N)c1,Cc1nc(C=O)oc1C,[C-]#[N+]C1CCOCC1,"CC1=C(C)N=C(O1)C1=C(NC2CCOCC2)N2C=CC(OCCNC(=O)OC(C)(C)C)=CC2=N1 |c:1,4,8,19,32,35|",59.7,TRUE,Z8878918453
45,COCCc1ccnc(N)c1,Cc1nc(C=O)ccc1OC(F)F,[C-]#[N+]C1COC1,"COCCC1=CC2=NC(=C(NC3COC3)N2C=C1)C1=NC(C)=C(OC(F)F)C=C1 |c:18,30,t:4,6,8,21,24|",59.8,TRUE,Z8810902992
54,Nc1cccc(OC(F)F)n1,OCc1csc(C=O)n1,[C-]#[N+]CC1CCOCC1,"OCC1=CSC(=N1)C1=C(NCC2CCOCC2)N2C(C=CC=C2OC(F)F)=N1 |c:5,8,21,23,29,t:2|",59.8,TRUE,Z8797782835
670,Nc1ncccc1N2CCOCC2,COCn1ncc(C)c1C=O,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2N1C=CC=C2N1CCOCC1)C1=C(C)C=NN1COC |c:11,15,17,27,30,t:9|",59.8,TRUE,Z8873685396
1420,COc1cnc(N)cn1,CS(=O)(=O)N1CCCC(C1)C=O,COC(=O)c1cccc([N+]#[C-])c1,"COC(=O)C1=CC(NC2=C(N=C3C=NC(OC)=CN23)C2CCCN(C2)S(C)(=O)=O)=CC=C1 |c:12,16,31,33,t:4,8,10|",59.8,TRUE,Z8873684614
1457,Cc1cn2nc(N)cc(C)c2n1,Cc1cnc(C=O)c(C)c1,Brc1ccccc1C[N+]#[C-],"CC1=CN2N3C(C=C(C)C2=N1)=NC(=C3NCC1=C(Br)C=CC=C1)C1=C(C)C=C(C)C=N1 |c:10,12,14,19,22,24,27,33,t:1,6,30|",59.8,TRUE,Z8878918790
105,Nc1ccc2CCOCc2n1,C[C@H](CC=O)NC(=O)OCc1ccccc1,CCOCC[N+]#[C-],"CCOCCNC1=C(C[C@@H](C)NC(=O)OCC2=CC=CC=C2)N=C2C=CC3=C(COCC3)N12 |c:6,18,20,25,t:16,23,27|",59.9,TRUE,Z8808559855
1254,Nc1cc(C#N)c(Cl)cn1,O=Cc1cn[nH]c1,CC(C)(C)OC(=O)NCC[N+]#[C-],"CC(C)(C)OC(=O)NCCNC1=C(N=C2C=C(C#N)C(Cl)=CN12)C1=CNN=C1 |c:20,28,t:11,13,15,25|",59.9,TRUE,Z8873685419
697,CNC(=O)c1ccnc(N)c1,O=Cc1cnc2c(C#N)cnn2c1,CC(C)(C)OC(=O)NCCC[N+]#[C-],"CNC(=O)C1=CC2=NC(=C(NCCCNC(=O)OC(C)(C)C)N2C=C1)C1=CN2N=CC(C#N)=C2N=C1 |c:24,30,34,37,t:4,6,8,27|",60,TRUE,Z8873685295
1451,Nc1ccc2CCC(O)c2n1,Cn1cnc(Cl)c1C=O,CC(C)(C)OC(=O)NCCCC[N+]#[C-],"CN1C=NC(Cl)=C1C1=C(NCCCCNC(=O)OC(C)(C)C)N2C(C=CC3=C2C(O)CC3)=N1 |c:2,5,8,25,27,34|",60.1,TRUE,Z8878918530
585,Nc1cnc(F)cn1,FCCc1ccc(C=O)cc1,CCOCC[N+]#[C-],"CCOCCNC1=C(N=C2C=NC(F)=CN12)C1=CC=C(CCF)C=C1 |c:10,13,25,t:6,8,18,20|",60.2,TRUE,Z8878918639
1226,CC(F)(F)c1ccc(N)nc1,COc1sccc1C=O,[C-]#[N+]C1CCOCC1,"COC1=C(C=CS1)C1=C(NC2CCOCC2)N2C=C(C=CC2=N1)C(C)(F)F |c:4,8,19,21,24,t:2|",60.2,TRUE,Z8878918451
1344,Nc1cc(CO)c(Br)cn1,COc1cncc(C=O)c1C,[C-]#[N+]C1CCOC1,"COC1=C(C)C(=CN=C1)C1=C(NC2CCOC2)N2C=C(Br)C(CO)=CC2=N1 |c:2,5,7,10,25,28,t:20|",60.2,TRUE,Z8878918318
1424,Nc1ccc(OCCO)cn1,COc1ncc(Br)c(C)c1C=O,[C-]#[N+]C1CCOC1,"COC1=C(C2=C(NC3CCOC3)N3C=C(OCCO)C=CC3=N2)C(C)=C(Br)C=N1 |c:2,4,20,23,30,t:14,27|",60.3,TRUE,Z8873685266
1288,CC(C)OCc1ccc(N)nc1,CCC(CC=O)NC(=O)OC(C)(C)C,[C-]#[N+]C1COC1,"CCC(CC1=C(NC2COC2)N2C=C(COC(C)C)C=CC2=N1)NC(=O)OC(C)(C)C |c:4,20,23,t:13|",60.4,TRUE,Z8878918564
1228,Cc1cnc(C)c(N)n1,COc1cc(OCC#N)ccc1C=O,COCCC[N+]#[C-],"COCCCNC1=C(N=C2N1C(C)=CN=C2C)C1=C(OC)C=C(OCC#N)C=C1 |c:8,13,15,19,29,t:6,23|",60.5,TRUE,Z8878918766
1388,NC(=O)c1ccc(N)nc1,Clc1ccc(Br)c(C=O)n1,[C-]#[N+]C1CCOCC1,"NC(=O)C1=CN2C(C=C1)=NC(=C2NC1CCOCC1)C1=C(Br)C=CC(Cl)=N1 |c:7,9,11,22,25,28,t:3|",60.6,TRUE,Z8855739117
594,Nc1ccc(Cl)cn1,COC1CC(C=O)C(OC)O1,FC1(F)CC(C1)[N+]#[C-],"COC1CC(C(OC)O1)C1=C(NC2CC(F)(F)C2)N2C=C(Cl)C=CC2=N1 |c:10,24,27,t:21|",60.9,TRUE,Z8873685323
1229,CS(=O)(=O)c1ccnc(N)c1,Cc1[nH]nc(Br)c1C=O,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=C(C)NN=C1Br |c:7,9,18,22,t:3,5|",60.9,TRUE,Z8846492000
1223,Cl.Cl.Nc1ccc(cn1)c2ccccn2,Cn1ncc(C=O)c1Cl,COCCC[N+]#[C-],"COCCCNC1=C(N=C2C=CC(=CN12)C1=NC=CC=C1)C1=C(Cl)N(C)N=C1 |c:10,12,19,21,24,29,t:6,8,17|",61,TRUE,Z8873684813
1412,Nc1ccc2ccncc2n1,O=CC1C2CCOCC12,CC(C)(C)OC(=O)N1CCC[C@H](C1)[N+]#[C-],"CC(C)(C)OC(=O)N1CCCC(C1)NC1=C(N=C2C=CC3=C(C=NC=C3)N12)C1C2CCOCC12 |c:19,23,25,t:15,17,21|",61,TRUE,Z8878918350
660,Cc1nc(N)ccc1c2cnn(C)c2,Cn1cc(C=O)c(=O)n(C)c1=O,FC1(F)CC(C1)[N+]#[C-],"CN1C=C(C=N1)C1=C(C)N2C(C=C1)=NC(=C2NC1CC(F)(F)C1)C1=CN(C)C(=O)N(C)C1=O |c:2,4,7,12,14,16,t:27|",61.1,TRUE,Z8873684788
1285,CNC(=O)c1ccnc(N)c1,O=Cc1c[nH]c(n1)c2ccccc2,[C-]#[N+]CC1CCOC1,"CNC(=O)C1=CC2=NC(=C(NCC3CCOC3)N2C=C1)C1=CNC(=N1)C1=CC=CC=C1 |c:20,26,31,33,t:4,6,8,23,29|",61.1,TRUE,Z8854581158
1423,COC(=O)c1ccnc(N)c1,Cn1nc2CCSCc2c1C=O,COC(=O)C1(CCCC1)[N+]#[C-],"COC(=O)C1=CC2=NC(=C(NC3(CCCC3)C(=O)OC)N2C=C1)C1=C2CSCCC2=NN1C |c:23,26,33,t:4,6,8|",61.1,TRUE,Z8873684689
9,Cc1ccc(N)nc1,Cc1ccc(C=O)cc1,CCOC(=O)CCC[N+]#[C-],"CCOC(=O)CCCNC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1 |c:13,16,26,t:9,11,21,23|",61.2,TRUE,Z8712546411
78,COc1cnc(N)cn1,CP(=O)(C)c1cc(C=O)ccn1,COc1ccccc1C[N+]#[C-],"COC1=CN2C(C=N1)=NC(=C2NCC1=C(OC)C=CC=C1)C1=CC(=NC=C1)P(C)(C)=O |c:6,8,10,15,19,21,26,28,t:2,24|",61.2,TRUE,Z8798985018
1389,COC(=O)c1cc(N)ncc1Br,Cn1cnc(C=O)n1,CC([N+]#[C-])c1ccccc1,"COC(=O)C1=CC2=NC(=C(NC(C)C3=CC=CC=C3)N2C=C1Br)C1=NN(C)C=N1 |c:15,17,22,30,t:4,6,8,13,26|",61.2,TRUE,Z8873684804
1394,COCCN(C)c1ccc(N)nc1,OCCOc1ccc(C=O)cn1,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=CN12)N(C)CCOC)C1=CN=C(OCCO)C=C1 |c:12,14,33,t:8,10,25,27|",61.2,TRUE,Z8873684803
1172,CNC(=O)c1cccc(N)n1,Cn1nccc1C=O,[C-]#[N+]CC1CC1,"CNC(=O)C1=CC=CC2=NC(=C(NCC3CC3)N12)C1=CC=NN1C |c:6,23,t:4,8,10,21|",61.3,TRUE,Z8878918629
1308,Nc1ncccc1OCc2ccncc2,Cc1ccnc(C)c1C=O,[C-]#[N+]CC1CCOC1,"CC1=C(C2=C(NCC3CCOC3)N3C=CC=C(OCC4=CC=NC=C4)C3=N2)C(C)=NC=C1 |c:1,3,14,22,24,28,32,34,t:16,20|",61.3,TRUE,Z8878918442
1369,CN(C)c1ccc(N)nc1,CC(C)(C)OC(=O)N1CCOCC1C=O,FC1(F)CC(C1)[N+]#[C-],"CN(C)C1=CN2C(C=C1)=NC(C1COCCN1C(=O)OC(C)(C)C)=C2NC1CC(F)(F)C1 |c:7,9,25,t:3|",61.3,TRUE,Z8846492240
1379,Nc1cnc(Br)cn1,COc1cc(OC)c(C=O)cc1Cl,[C-]#[N+]C1CCOC1,"COC1=CC(OC)=C(Cl)C=C1C1=C(NC2CCOC2)N2C=C(Br)N=CC2=N1 |c:9,12,25,28,t:2,6,22|",61.3,TRUE,Z8873685486
1390,CN(C)S(=O)(=O)c1ccc(N)nc1,FC1(F)CCC2C(C=O)C21,CCOC(=O)CC[N+]#[C-],"CCOC(=O)CCNC1=C(N=C2C=CC(=CN12)S(=O)(=O)N(C)C)C1C2CCC(F)(F)C12 |c:12,14,t:8,10|",61.3,TRUE,Z8878918876
22,CS(=O)(=O)c1ccnc(N)c1,O=Cc1cnc(nc1)C2CCOCC2,CC[N+]#[C-],"CCNC1=C(N=C2C=C(C=CN12)S(C)(=O)=O)C1=CN=C(N=C1)C1CCOCC1 |c:7,9,20,22,t:3,5,18|",61.4,TRUE,Z8781341798
630,CC(C)(O)c1ccnc(N)c1,COC(=O)c1ccc2nc(C=O)ccc2c1,[C-]#[N+]C1COC1,"COC(=O)C1=CC2=C(C=C1)N=C(C=C2)C1=C(NC2COC2)N2C=CC(=CC2=N1)C(C)(C)O |c:6,8,11,13,16,25,27,30,t:4|",61.4,TRUE,Z8846491841
1305,Cc1cnc(N)c(C#C)c1,CS(=O)(=O)CCn1cc(C=O)cn1,[C-]#[N+]CC1CCCO1,"CC1=CN2C(NCC3CCCO3)=C(N=C2C(=C1)C#C)C1=CN(CCS(C)(=O)=O)N=C1 |c:12,14,17,31,t:1,22|",61.4,TRUE,Z8873685409
1252,COC(=O)c1ccnc(N)c1F,COc1n[nH]cc1C=O,COc1ccc([N+]#[C-])cc1,"COC(=O)C1=C(F)C2=NC(=C(NC3=CC=C(OC)C=C3)N2C=C1)C1=CNN=C1OC |c:4,18,23,29,t:7,9,12,14,26|",61.5,TRUE,Z8878918608
1351,CS(=O)(=O)CCOc1cccnc1N,Cn1nc2CCCc2c1C=O,[C-]#[N+]C1CCOC1,"CN1N=C2CCCC2=C1C1=C(NC2CCOC2)N2C=CC=C(OCCS(C)(=O)=O)C2=N1 |c:8,11,21,33,t:2,23|",61.5,TRUE,Z8873684708
1253,CSc1ccc(N)nc1,FC(F)(F)Cn1cc(C=O)nn1,[C-]#[N+]C1CCOCC1,"CSC1=CN2C(NC3CCOCC3)=C(N=C2C=C1)C1=CN(CC(F)(F)F)N=N1 |c:13,15,18,29,t:2,21|",61.6,TRUE,Z8855619755
613,CNS(=O)(=O)c1ccc(N)nc1,CN(CCO)c1ccc(C=O)cc1,CC(C)[N+]#[C-],"CNS(=O)(=O)C1=CN2C(C=C1)=NC(=C2NC(C)C)C1=CC=C(C=C1)N(C)CCO |c:9,11,13,22,24,t:5,20|",61.8,TRUE,Z8855739270
1464,Nc1cc(CSCCO)ccn1,CC(C)(C)OC(=O)N1CCC(CC1)C=O,[C-]#[N+]C1COC1,"CC(C)(C)OC(=O)N1CCC(CC1)C1=C(NC2COC2)N2C=CC(CSCCO)=CC2=N1 |c:14,23,30,33|",61.8,TRUE,Z8878918872
1218,CNC(=O)c1cccc(N)n1,Cc1cc(ccc1C=O)C(F)F,[C-]#[N+]C1CCOC1,"CNC(=O)C1=CC=CC2=NC(=C(NC3CCOC3)N12)C1=C(C)C=C(C=C1)C(F)F |c:6,22,25,27,t:4,8,10|",61.9,TRUE,Z8835022880
95,CP(=O)(C)c1cccc(N)n1,O=Cc1ccc(cc1)n2ccnc2,Fc1ccc(C[N+]#[C-])cc1,"CP(C)(=O)C1=CC=CC2=NC(=C(NCC3=CC=C(F)C=C3)N12)C1=CC=C(C=C1)N1C=CN=C1 |c:6,19,27,29,33,35,t:4,8,10,14,16,25|",62,TRUE,Z8810902997
125,Cc1nc(n[nH]1)c2ccnc(N)c2,FC(F)c1cccc(C=O)n1,COC(=O)CCC([N+]#[C-])C(=O)OC,"COC(=O)CCC(NC1=C(N=C2C=C(C=CN12)C1=NNC(C)=N1)C1=NC(=CC=C1)C(F)F)C(=O)OC |c:12,14,23,28,30,t:8,10,19,26|",62.1,TRUE,Z8810902953
